type,dataset_a,image_a,class_a,dataset_b,image_b,class_b,similarity_metric,is_cross_dataset
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_074,Bacterial Blight,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_074,Bacterial Blight,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_074,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_074,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_075,Bacterial Blight,Sethy,BACTERAILBLIGHT4_185,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_075,Bacterial Blight,Sethy,BACTERAILBLIGHT5_089,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_075,Bacterial Blight,Sethy,BACTERAILBLIGHT5_173,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_076,Bacterial Blight,Sethy,BACTERAILBLIGHT5_172,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_077,Bacterial Blight,Sethy,BACTERAILBLIGHT5_175,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_077,Bacterial Blight,Sethy,BACTERAILBLIGHT5_187,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_078,Bacterial Blight,Sethy,BACTERAILBLIGHT5_174,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_079,Bacterial Blight,Sethy,BACTERAILBLIGHT5_177,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_080,Bacterial Blight,Sethy,BACTERAILBLIGHT5_176,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_081,Bacterial Blight,Sethy,BACTERAILBLIGHT5_179,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_082,Bacterial Blight,Sethy,BACTERAILBLIGHT5_178,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_083,Bacterial Blight,Sethy,BACTERAILBLIGHT5_169,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_083,Bacterial Blight,Sethy,BACTERAILBLIGHT5_181,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_084,Bacterial Blight,Sethy,BACTERAILBLIGHT5_170,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_084,Bacterial Blight,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_084,Bacterial Blight,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_084,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_084,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_085,Bacterial Blight,Sethy,BACTERAILBLIGHT5_169,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_085,Bacterial Blight,Sethy,BACTERAILBLIGHT5_181,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_086,Bacterial Blight,Sethy,BACTERAILBLIGHT5_170,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_086,Bacterial Blight,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_086,Bacterial Blight,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_086,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_086,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_087,Bacterial Blight,Sethy,BACTERAILBLIGHT5_171,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_087,Bacterial Blight,Sethy,BACTERAILBLIGHT5_183,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_088,Bacterial Blight,Sethy,BACTERAILBLIGHT5_170,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_088,Bacterial Blight,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_088,Bacterial Blight,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_088,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_088,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_089,Bacterial Blight,Sethy,BACTERAILBLIGHT5_075,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_089,Bacterial Blight,Sethy,BACTERAILBLIGHT5_185,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_090,Bacterial Blight,Sethy,BACTERAILBLIGHT5_170,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_090,Bacterial Blight,Sethy,BACTERAILBLIGHT5_180,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_090,Bacterial Blight,Sethy,BACTERAILBLIGHT5_182,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_090,Bacterial Blight,Sethy,BACTERAILBLIGHT5_184,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_090,Bacterial Blight,Sethy,BACTERAILBLIGHT5_186,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_091,Bacterial Blight,Sethy,BACTERAILBLIGHT5_175,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_091,Bacterial Blight,Sethy,BACTERAILBLIGHT5_187,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_092,Bacterial Blight,Sethy,BACTERAILBLIGHT5_188,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_093,Bacterial Blight,Sethy,BACTERAILBLIGHT5_189,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_094,Bacterial Blight,Sethy,BACTERAILBLIGHT5_190,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_095,Bacterial Blight,Sethy,BACTERAILBLIGHT5_191,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_096,Bacterial Blight,Sethy,BACTERAILBLIGHT5_192,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_097,Bacterial Blight,Sethy,BACTERAILBLIGHT5_193,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_098,Bacterial Blight,Sethy,BACTERAILBLIGHT5_194,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_099,Bacterial Blight,Sethy,BACTERAILBLIGHT5_195,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_100,Bacterial Blight,Sethy,BACTERAILBLIGHT5_196,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_101,Bacterial Blight,Sethy,BACTERAILBLIGHT5_197,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_102,Bacterial Blight,Sethy,BACTERAILBLIGHT5_198,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_103,Bacterial Blight,Sethy,BACTERAILBLIGHT5_199,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_104,Bacterial Blight,Sethy,BACTERAILBLIGHT5_200,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_105,Bacterial Blight,Sethy,BACTERAILBLIGHT5_201,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_107,Bacterial Blight,Sethy,BACTERAILBLIGHT5_203,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_108,Bacterial Blight,Sethy,BACTERAILBLIGHT5_204,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_109,Bacterial Blight,Sethy,BACTERAILBLIGHT5_205,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_110,Bacterial Blight,Sethy,BACTERAILBLIGHT5_206,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_111,Bacterial Blight,Sethy,BACTERAILBLIGHT5_207,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_112,Bacterial Blight,Sethy,BACTERAILBLIGHT5_208,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_113,Bacterial Blight,Sethy,BACTERAILBLIGHT5_209,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_114,Bacterial Blight,Sethy,BACTERAILBLIGHT5_210,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_115,Bacterial Blight,Sethy,BACTERAILBLIGHT5_211,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_115,Bacterial Blight,Sethy,BACTERAILBLIGHT5_249,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_116,Bacterial Blight,Sethy,BACTERAILBLIGHT5_212,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_116,Bacterial Blight,Sethy,BACTERAILBLIGHT5_250,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_117,Bacterial Blight,Sethy,BACTERAILBLIGHT5_154,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_117,Bacterial Blight,Sethy,BACTERAILBLIGHT5_213,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_118,Bacterial Blight,Sethy,BACTERAILBLIGHT5_214,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_118,Bacterial Blight,Sethy,BACTERAILBLIGHT5_252,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_119,Bacterial Blight,Sethy,BACTERAILBLIGHT5_215,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_119,Bacterial Blight,Sethy,BACTERAILBLIGHT5_253,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_120,Bacterial Blight,Sethy,BACTERAILBLIGHT5_216,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_120,Bacterial Blight,Sethy,BACTERAILBLIGHT5_254,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_121,Bacterial Blight,Sethy,BACTERAILBLIGHT5_217,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_121,Bacterial Blight,Sethy,BACTERAILBLIGHT5_255,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_122,Bacterial Blight,Sethy,BACTERAILBLIGHT5_218,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_122,Bacterial Blight,Sethy,BACTERAILBLIGHT5_256,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_123,Bacterial Blight,Sethy,BACTERAILBLIGHT5_219,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_123,Bacterial Blight,Sethy,BACTERAILBLIGHT5_257,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_124,Bacterial Blight,Sethy,BACTERAILBLIGHT5_220,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_124,Bacterial Blight,Sethy,BACTERAILBLIGHT5_258,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_125,Bacterial Blight,Sethy,BACTERAILBLIGHT5_221,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_126,Bacterial Blight,Sethy,BACTERAILBLIGHT5_222,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_126,Bacterial Blight,Sethy,BACTERAILBLIGHT5_259,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_127,Bacterial Blight,Sethy,BACTERAILBLIGHT5_223,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_127,Bacterial Blight,Sethy,BACTERAILBLIGHT5_260,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_128,Bacterial Blight,Sethy,BACTERAILBLIGHT5_224,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_128,Bacterial Blight,Sethy,BACTERAILBLIGHT5_263,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_129,Bacterial Blight,Sethy,BACTERAILBLIGHT5_225,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_130,Bacterial Blight,Sethy,BACTERAILBLIGHT5_226,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_130,Bacterial Blight,Sethy,BACTERAILBLIGHT5_264,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_131,Bacterial Blight,Sethy,BACTERAILBLIGHT5_227,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_132,Bacterial Blight,Sethy,BACTERAILBLIGHT5_228,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_133,Bacterial Blight,Sethy,BACTERAILBLIGHT5_229,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_134,Bacterial Blight,Sethy,BACTERAILBLIGHT5_230,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_135,Bacterial Blight,Sethy,BACTERAILBLIGHT5_231,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_136,Bacterial Blight,Sethy,BACTERAILBLIGHT5_232,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_137,Bacterial Blight,Sethy,BACTERAILBLIGHT5_233,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_138,Bacterial Blight,Sethy,BACTERAILBLIGHT5_234,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_139,Bacterial Blight,Sethy,BACTERAILBLIGHT5_235,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_140,Bacterial Blight,Sethy,BACTERAILBLIGHT5_236,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_141,Bacterial Blight,Sethy,BACTERAILBLIGHT5_238,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_142,Bacterial Blight,Sethy,BACTERAILBLIGHT5_239,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_143,Bacterial Blight,Sethy,BACTERAILBLIGHT5_240,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_144,Bacterial Blight,Sethy,BACTERAILBLIGHT5_241,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_145,Bacterial Blight,Sethy,BACTERAILBLIGHT5_242,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_146,Bacterial Blight,Sethy,BACTERAILBLIGHT5_243,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_147,Bacterial Blight,Sethy,BACTERAILBLIGHT5_244,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_148,Bacterial Blight,Sethy,BACTERAILBLIGHT5_245,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_150,Bacterial Blight,Sethy,BACTERAILBLIGHT5_247,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_151,Bacterial Blight,Sethy,BACTERAILBLIGHT5_248,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_152,Bacterial Blight,Sethy,BACTERAILBLIGHT5_211,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_152,Bacterial Blight,Sethy,BACTERAILBLIGHT5_249,Bacterial Blight,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_153,Bacterial Blight,Sethy,BACTERAILBLIGHT5_212,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_153,Bacterial Blight,Sethy,BACTERAILBLIGHT5_250,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_154,Bacterial Blight,Sethy,BACTERAILBLIGHT4_213,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_154,Bacterial Blight,Sethy,BACTERAILBLIGHT5_117,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_154,Bacterial Blight,Sethy,BACTERAILBLIGHT5_251,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_155,Bacterial Blight,Sethy,BACTERAILBLIGHT5_214,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_155,Bacterial Blight,Sethy,BACTERAILBLIGHT5_252,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_156,Bacterial Blight,Sethy,BACTERAILBLIGHT5_215,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_156,Bacterial Blight,Sethy,BACTERAILBLIGHT5_253,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_157,Bacterial Blight,Sethy,BACTERAILBLIGHT5_216,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_157,Bacterial Blight,Sethy,BACTERAILBLIGHT5_254,Bacterial Blight,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_158,Bacterial Blight,Sethy,BACTERAILBLIGHT5_217,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_158,Bacterial Blight,Sethy,BACTERAILBLIGHT5_255,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_159,Bacterial Blight,Sethy,BACTERAILBLIGHT5_218,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_159,Bacterial Blight,Sethy,BACTERAILBLIGHT5_256,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_160,Bacterial Blight,Sethy,BACTERAILBLIGHT5_219,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_160,Bacterial Blight,Sethy,BACTERAILBLIGHT5_257,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_161,Bacterial Blight,Sethy,BACTERAILBLIGHT5_220,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_161,Bacterial Blight,Sethy,BACTERAILBLIGHT5_258,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_162,Bacterial Blight,Sethy,BACTERAILBLIGHT5_222,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_162,Bacterial Blight,Sethy,BACTERAILBLIGHT5_259,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_163,Bacterial Blight,Sethy,BACTERAILBLIGHT5_223,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_163,Bacterial Blight,Sethy,BACTERAILBLIGHT5_260,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_164,Bacterial Blight,Sethy,BACTERAILBLIGHT5_261,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_165,Bacterial Blight,Sethy,BACTERAILBLIGHT5_262,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_166,Bacterial Blight,Sethy,BACTERAILBLIGHT5_224,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_166,Bacterial Blight,Sethy,BACTERAILBLIGHT5_263,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_167,Bacterial Blight,Sethy,BACTERAILBLIGHT5_226,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_167,Bacterial Blight,Sethy,BACTERAILBLIGHT5_264,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_168,Bacterial Blight,Sethy,BACTERAILBLIGHT5_169,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_168,Bacterial Blight,Sethy,BACTERAILBLIGHT5_181,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_169,Bacterial Blight,Sethy,BACTERAILBLIGHT5_083,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_169,Bacterial Blight,Sethy,BACTERAILBLIGHT5_085,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_169,Bacterial Blight,Sethy,BACTERAILBLIGHT5_168,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_170,Bacterial Blight,Sethy,BACTERAILBLIGHT5_074,Bacterial Blight,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Sethy,BACTERAILBLIGHT4_170,Bacterial Blight,Sethy,BACTERAILBLIGHT5_084,Bacterial Blight,hamming_dist_0,False
